42|||Dirac structures and Boundary Control Systems associated with Skew-Symmetric Differential Operators|||Associated with a skew-symmetric linear operator on the spatial domain $[a,b]$ we define a Dirac structure which includes the port variables on the boundary of this spatial domain. This Dirac structure is a subspace of a Hilbert space. Naturally, associated with this Dirac structure is an infinite-dimensional system. We parameterize the boundary port variables for which the \( C_{0} \)-semigroup associated with this system is contractive or unitary. Furthermore, this parameterization is used to split the boundary port variables into inputs and outputs. Similarly, we define a linear port controlled Hamiltonian system associated with the previously defined Dirac structure and a symmetric positive operator defining the energy of the system. We illustrate this theory on the example of the Timoshenko beam|||2005
1|||Continuous Representations of Time-Series Gene Expression Data|||We present algorithms for time-series gene expression analysis that permit the principled estimation of unobserved time-points, clustering, and dataset alignment. Each expression profile is modeled as a cubic spline (piecewise polynomial) that is estimated from the observed data and every time point influences the overall smooth expression curve. We constrain the spline coefficients of genes in the same class to have similar expression patterns, while also allowing for gene specific parameters. We show that unobserved time-points can be reconstructed using our method with 10-15% less error when compared to previous best methods. Our clustering algorithm operates directly on the continuous representations of gene expression profiles, and we demonstrate that this is particularly effective when applied to non- uniformly sampled data. Our continuous alignment algorithm also avoids difficulties encountered by discrete approaches. In particular, our method allows for control of the number of degrees of freedom of the warp through the specification of parameterized functions, which helps to avoid overfitting. We demonstrate that our algorithm produces stable low-error alignments on real expression data and further show a specific application to yeast knockout data that produces biologically meaningful results.|||2003
2|||Evaluation of normalization methods for microarray data|||Background: Microarray technology allows the monitoring of expression levels for thousands of genes simultaneously. This novel technique helps us to understand gene regulation as well as gene by gene interactions more systematically. In the microarray experiment, however, many undesirable systematic variations are observed. Even in replicated experiment, some variations are commonly observed. Normalization is the process of removing some sources of variation which affect the measured gene expression levels. Although a number of normalization methods have been proposed, it has been difficult to decide which methods perform best. Normalization plays an important role in the earlier stage of microarray data analysis. The subsequent analysis results are highly dependent on normalization. Results: In this paper, we use the variability among the replicated slides to compare performance of normalization methods. We also compare normalization methods with regard to bias and mean square error using simulated data. Conclusions: Our results show that intensity-dependent normalization often performs better than global normalization methods, and that linear and nonlinear normalization methods perform similarly. These conclusions are based on analysis of 36 cDNA microarrays of 3,840 genes obtained in an experiment to search for changes in gene expression profiles during neuronal differentiation of cortical stem cells. Simulation studies confirm our findings.|||2003
3|||The FunCat, a functional annotation scheme for systematic classification of proteins from whole genomes|||In this paper, we present the Functional Catalogue (FunCat), a hierarchically structured, organism- independent, flexible and scalable controlled classi- fication system enabling the functional description of proteins from any organism. FunCat has been applied for the manual annotation of prokaryotes, fungi, plants and animals. We describe how FunCat is implemented as a highly efficient and robust tool for the manual and automatic annotation of genomic sequences. Owing to its hierarchical architecture, FunCat has also proved to be useful for many subse- quent downstream bioinformatic applications. This is illustrated by the analysis of large-scale experiments from various investigations in transcriptomics and proteomics, where FunCat was used to project experi- mental data into functional units, as 'gold standard' for functional classification methods, and also served to compare the significance of different experimental methods. Over the last decade, the FunCat has been established as a robust and stable annotation scheme that offers both, meaningful and manageable func- tional classification as well as ease of perception.|||2004
4|||Disruption of Yeast Forkhead-associated Cell Cycle Transcription by Oxidative Stress|||The effects of oxidative stress on yeast cell cycle depend on the stress-exerting agent. We studied the effects of two oxidative stress agents, hydrogen peroxide (HP) and the superoxide-generating agent Menadione (MD). We found that two small co-expressed groups of genes regulated by the Mcm1-Fkh2-Ndd1 transcription regulatory complex are sufficient to account for the difference in the effects of HP and MD on the progress of the cell cycle, namely G1 arrest with MD and an S phase delay followed by a G2/M arrest with HP. Support for this hypothesis is provided by fkh1fkh2 double mutants, which are affected by MD as we find HP affects wild type cells. The apparent involvement of a forkhead protein in HP-induced cell cycle arrest, similar to that reported for C. elegans and human, describes a potentially novel stress-response pathway in yeast.|||2004
5|||Score normalization in multimodal biometric systems|||Multimodal biometric systems consolidate the evidence presented by multiple biometric sources and typically provide better recognition performance compared to systems based on a single biometric modality. Although information fusion in a multimodal system can be performed at various levels, integration at the matching score level is the most common approach due to the ease in accessing and combining the scores generated by different matchers. Since the matching scores output by the various modalities are heterogeneous, score normalization is needed to transform these scores into a common domain, prior to combining them. In this paper, we have studied the performance of different normalization techniques and fusion rules in the context of a multimodal biometric system based on the face, fingerprint and hand-geometry traits of a user. Experiments conducted on a database of 100 users indicate that the application of min-max, z-score, and tanh normalization schemes followed by a simple sum of scores fusion method results in better recognition performance compared to other methods. However, experiments also reveal that the min-max and z- score normalization techniques are sensitive to outliers in the data, highlighting the need for a robust and efficient normalization procedure like the tanh normalization. It was also observed that multimodal systems utilizing user-specific weights perform better compared to systems that assign the same weights to individual biometric traits for all users.|||2005
6|||Major disturbance events in terrestrial ecosystems detected using global satellite data sets|||Abstract. Ecosystem scientists have yet to develop a proven methodology,to monitor and understand major disturbance events and their historical regimes at a global scale. This study was conducted to evaluate patterns in an 18-year record of global satellite observations of vegetation phenology,from the Advanced Very High Resolution Radiometer (AVHRR) as a means to characterize major ecosystem disturbance events and regimes. The fraction absorbed of photosynthetically active radiation (FPAR) by vegetation canopies worldwide,has been computed at a monthly time interval from 1982 to 1999 and gridded at a spatial resolution of 0.5,pixel. We find that nearly 400 Mha of the global land surface could be identified with at least one FPAR-LO event over the 18-year time series. The majority of these potential disturbance events occurred in tropical savanna and shrublands or in boreal forest ecosystem classes. Verification of potential disturbance events from our FPAR-LO analysis was carried out using documented,records of the timing of large-scale wildfires at locations throughout the world. Disturbance regimes were further characterized by association analysis with historical climate anomalies. Assuming,accuracy of the FPAR satellite record to characterize major|||2003
7|||On Kernel-Target Alignment|||Kernel based methods are increasingly being used for data modeling because of their conceptualsimplicity and outstanding performance on many tasks. However, the kernel functionis often chosen using trial-and-error heuristics. In this paper we address the problem ofmeasuring the degree of agreement between a kernel and a learning task. A quantitativemeasure of agreement is important from both a theoretical and practical point of view.|||2002
8|||HOT SAX: Efficiently Finding the Most Unusual Time Series Subsequence|||In this work, we introduce the new problem of finding time series discords. Time series discords are subsequences of a longer time series that are maximally different to all the rest of the time series subsequences. They thus capture the sense of the most unusual subsequence within a time series. Time series discords have many uses for data mining, including improving the quality of clustering, data cleaning, summarization, and anomaly detection. As we will show, discords are particularly attractive as anomaly detectors because they only require one intuitive parameter (the length of the subsequence) unlike most anomaly detection algorithms that typically require many parameters. We evaluate our work with a comprehensive set of experiments. In particular, we demonstrate the utility of discords with objective experiments on domains as diverse as Space Shuttle telemetry monitoring, medicine, surveillance, and industry, and we demonstrate the effectiveness of our discord discovery algorithm with more than one million experiments, on 82 different datasets from diverse domains.|||2005
9|||Characterization of network-wide anomalies in traffic flows|||Detecting and understanding anomalies in IP networks is an open and ill-defined problem. Toward this end, we have recently proposed the subspace method for anomaly diagnosis. In this paper we present the first large-scale exploration of the power of the subspace method when applied to flow traffic. An important aspect of this approach is that it fuses information from flow measurements taken throughout a network. We apply the subspace method to three different types of sampled flow traffic in a large academic network: multivariate timeseries of byte counts, packet counts, and IP-flow counts. We show that each traffic type brings into focus a different set of anomalies via the subspace method. We illustrate and classify the set of anomalies detected. We find that almost all of the anomalies detected represent events of interest to network operators. Furthermore, the anomalies span a remarkably wide spectrum of event types, including denial of service attacks (single-source and distributed), flash crowds, port scanning, downstream traffic engineering, high-rate flows, worm propagation, and network outage|||2004
10|||Efficient Algorithms for Mining Outliers from Large Data Sets|||In this paper, we propose a novel formulation for distance-based outliers that is based on the distance of a point from its nearest neighbor. We rank each point on the basis of its distance to its nearest neighbor and declare the top points in this ranking to be outliers. In addition to developing relatively straightforward solutions to finding such outliers based on the classical nested-loop join and index join algorithms, we develop a highly efficient partition-based algorithm for mining outliers. This algorithm first partitions the input data set into disjoint subsets, and then prunes entire partitions as soon as it is determined that they cannot contain outliers. This results in substantial savings in computation. We present the results of an extensive experimental study on real-life and synthetic data sets. The results from a real-life NBA database highlight and reveal several expected and unexpected aspects of the database. The results from a study on synthetic data sets demonstrate that the partition-based algorithm scales well with respect to both data set size and data set dimensionality.|||2000
40|||Using wireless Ethernet for localization|||IEEE 802.11b wireless Ethernet is rapidly becoming the standard for in-building and short-range wireless communication. Many mobile devices such as mobile robots, laptops and PDAs already use this protocol for wireless communication. Many wireless Ethernet cards measure the signal strength of incoming packets. This paper investigates the feasibility of implementing a localization system using this sensor. Using a Bayesian localization framework, we show experiments demonstrating that off-the-shelf wireless hardware can accurately be used for location sensing and tracking with about one meter precision in a wireless-enabled office building.|||2000
41|||Layered Depth Images|||In this paper we present a set of efficient image based rendering methods capable of rendering multiple frames per second on a PC.The first method warps Sprites with Depth representing smooth surfaces without the gaps found in other techniques. A second method for more general scenes performswarping from an intermediate representation called a Layered Depth Image (LDI). An LDI is a viewof the scene from a single input camera view, but with multiple pixels along each line of sight. The size of the representation grows only linearly with the observed depth complexity in the scene. Moreover,because the LDI data are represented in a single image coordinatesystem, McMillan’s warp ordering algorithm can be successfully adapted. As a result, pixels are drawn in the output image in back-to-front order. No z-buffer is required, so alpha-compositing can be done efficiently without depth sorting. This makes splatting an efficient solution to the resampling problem|||1998
452|||Distinctive Image Features from Scale-Invariant Keypoints|||This paper presents a method for extracting distinctive invariant features from images, which can be used to perform reliable matching between different im- ages of an object or scene. The features are invariant to image scale and ro- tation, and are shown to provide robust matching across a a substantial range of affine distortion, addition of noise, change in 3D viewpoint, and change in illumination. The features are highly distinctive, in the sense that a single fea- ture can be correctly matched with high probability against a large database of features from many images. This paper also describes an approach to using these features for object recognition. The recognition proceeds by matching individual features to a database of features from known objects using a fast nearest-neighbor algorithm, followed by a Hough transform to identify clusters belonging to a single object, and finally performing verification through least- squares solution for consistent pose parameters. This approach to recognition can robustly identify objects among clutter and occlusion while achieving near real-time performance.|||2004
43|||A Multi-View Approach to Motion and Stereo|||This paper presents a new approach to computing dense depth and motion estimates from multiple images. Rather than computing a single depth or motion map from such a collection, we associate motion or depth estimates with each image in the collection (or at least some subset of the im- ages). This has the advantage that the depth or motion of re- gions occluded in one image will still be represented in some other image. Thus, tasks such as novel view interpolation or motion-compensated prediction can be solved with greater fidelity. Furthermore, the natural variation in appearance between different images can be captured. To formulate mo- tion and structure recovery, we cast the problem as a global optimization over the unknown motion or depth maps, and use robust smoothness constraints to constrain the space of possible solutions. We develop and evaluate some motion and depth estimation algorithms based on this framework.|||1999
44||| Multi-camera Scene Reconstruction via Graph Cuts|||We address the problem of computing the 3-dimensional shape of an arbitrary scene from a set of images taken at known view- points. Multi-camera scene reconstruction is a natural generalization of the stereo matching problem. However, it is much more difficult than stereo, primarily due to the difficulty of reasoning about visibility. In this paper, we take an approach that has yielded excellent results for stereo, namely energy minimization via graph cuts. We first give an en- ergy minimization formulation of the multi-camera scene reconstruction problem. The energy that we minimize treats the input images symmet- rically, handles visibility properly, and imposes spatial smoothness while preserving discontinuities. As the energy function is NP-hard to minimize exactly, we give a graph cut algorithm that computes a local minimum in a strong sense. We handle all camera configurations where voxel col- oring can be used, which is a large and natural class. Experimental data demonstrates the effectiveness of our approach.|||2002
45|||Depth Enhanced Panoramas|||Depth enhanced panoramas are a practical solution to the difficult problem of inside-looking-out modeling. Depth enhanced panoramas extend color panoramas to support viewpoint translation, while retaining their speed, convenience, and low cost. Depth enhanced panoramas are built incrementally from same-center-of-projection dense-color and sparse-depth frames that are acquired, registered, and merged at the rate of 5 frames per second. The evolving depth enhanced panorama is rendered continually to provide immediate operator feedback. The viewpoint translation range is increased by combining multiple depth enhanced panoramas in real time. Depth enhanced panoramas are combined using either a splat-based, disconnected representation, or, at pixel level, using a GPU fragment program. Depth enhanced panoramas are built in minutes with $3,000 hardware and support photorealistic rendering of complex room-sized environments.|||2004
46|||Production programming in the classroom|||Students in programming courses generally write ""toy"" programs that are superficially tested", graded, and then discarded. This approach to teaching programming leaves students unprepared for production programming because the gap between writing toy programs and developing reliable software products is enormous.This paper describes how production programming can be effectively taught to undergraduate students in the classroom. The key to teaching such a course is using Extreme Programming methodology to develop a sustainable open source project with real customers, including the students themselves. Extreme Programming and open source project management are facilitated by a growing collection of free tools such as the JUnit testing framework, the Ant scripting tool, and the SourceForge website for managing open source projects|||2003
47|||Software engineering education in the era of outsourcing, distributed development, and open source software: challenges and opportunities|||As software development becomes increasingly globally distributed, and more software functions are delegated to common open source software (OSS) and commercial off-the-shelf (COTS) components, practicing software engineers face significant challenges for which current software engineering curricula may leave them inadequately prepared. A new multi-faceted distributed development model is emerging that effectively commoditizes many development activities once considered integral to software engineering, while simultaneously requiring practitioners to apply engineering principles in new and often unfamiliar contexts. We discuss the challenges that software engineers face as a direct result of outsourcing and other distributed development approaches that are increasingly being utilized by industry, and some of the key ways we need to evolve software engineering curricula to address these challenges.|||2005
48|||Enriching software engineering courses with service-learning projects and the open-source approach|||Real-world software engineers deal with complex problem. Yet many software engineering courses do not involve projects of enough complexity to give students such experience. We sense that service-learning projects, while difficult to manage and sustain, can serve a crucial role in this regard. Through trials in a senior-level software engineering course, we discovered that the open-source approach works well to enable students to work on large, multiple-term service-learning projects. We developed GROw, a cross-term, cross-team educational software process to meet the challenges of adopting complex, real-world projects in one-term courses, and to sustain service learning.|||2005
49|||Teaching software design with open source software|||When an introductory course on software design and testing was revised, it was decided to use open source software tools as the major examples and objects of study. The goal was to expose students to realistic software systems and give them experience dealing with large quantities of code written by other people. Using open source software also has the beneficial effect of ensuring that students are aware of the open source software movement, and opens up opportunities to discuss topics such as software piracy and ethics.|||2003
50|||Using open source to enhance learning|||Over the course of the last eight years, open source software has emerged as an important stimulus for social and economic change in the communication and information technology (C&IT) industry. Even though the roots of this change stem from education, educators have been slow to adapt. This paper presents an overview of how early adopters have used open source software to enhance learning. In addition, this paper presents the results of the collaboration between the Java society, the Bayamon campus of inter American university of Puerto Rico, and the Puerto Rico government. The result of the collaboration was the creation of SNAP development center, an open source software development project created within inter American university that employs undergraduate student researchers. The objectives of the project have been to increase the number and enhance the quality of graduates with expertise in the C&IT area of interest.|||2005
